subject,file,link,lineno,PAR,experience-based,statistics-based,tuning machine,smell
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L137,137,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L144,144,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L164,164,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L186,186,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L220,220,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L243,243,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L248,248,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L268,268,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L294,294,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L315,315,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L334,334,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L353,353,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L372,372,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L377,377,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L394,394,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L413,413,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L436,436,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L455,455,6,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L469,469,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L475,475,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L486,486,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L509,509,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L514,514,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L538,538,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L16,16,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L29,29,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L54,54,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L61,61,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L66,66,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L74,74,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L111,111,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L119,119,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L137,137,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L145,145,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L170,170,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L178,178,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L208,208,7,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L229,229,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L250,250,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L281,281,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L308,308,5,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L341,341,7,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L383,383,6,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L428,428,7,1,1,1,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L486,486,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L524,524,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L548,548,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L52,52,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L70,70,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L82,82,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L154,154,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L172,172,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L216,216,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L221,221,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L234,234,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L244,244,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L251,251,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L35,35,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L47,47,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L52,52,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L59,59,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L88,88,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L97,97,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L130,130,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L151,151,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L158,158,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/cv2_dnn.py#L163,163,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L15,15,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L28,28,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L40,40,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L50,50,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L64,64,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L100,100,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L119,119,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L128,128,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/fan.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/fan.py#L133,133,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/_base.py#L52,52,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/_base.py#L72,72,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/_base.py#L146,146,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/_base.py#L163,163,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/_base.py#L167,167,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/_base.py#L209,209,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L14,14,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L25,25,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L34,34,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L41,41,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L47,47,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L77,77,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L85,85,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L151,151,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L157,157,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L196,196,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_obstructed.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_obstructed.py#L201,201,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/unet_dfl.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/unet_dfl.py#L23,23,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/unet_dfl.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/unet_dfl.py#L34,34,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/unet_dfl.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/unet_dfl.py#L45,45,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/unet_dfl.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/unet_dfl.py#L52,52,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/unet_dfl.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/unet_dfl.py#L57,57,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/extended.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/extended.py#L11,11,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/extended.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/extended.py#L21,21,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/extended.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/extended.py#L24,24,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/extended.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/extended.py#L30,30,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/extended.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/extended.py#L41,41,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/extended.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/extended.py#L45,45,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L14,14,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L25,25,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L34,34,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L42,42,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L48,48,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L81,81,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L89,89,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L152,152,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L158,158,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L197,197,4,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/vgg_clear.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/vgg_clear.py#L202,202,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/components.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/components.py#L11,11,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/components.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/components.py#L21,21,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/components.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/components.py#L24,24,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/components.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/components.py#L30,30,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/components.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/components.py#L41,41,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/mask/components.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/mask/components.py#L45,45,1,0,0,0,False
